user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SRR14842426_bin_46804	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900543175	GCF_900543175.1	95.69	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900543175	96.52	0.805	GCF_900543175.1	95.69	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900543175	96.52	0.805	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021531615.1, s__Fusobacterium_A varium_C, 95.0, 94.44, 0.735; GCF_905200055.1, s__Fusobacterium_A sp900555845, 95.0, 93.39, 0.722; GCA_030527385.1, s__Fusobacterium_A sp030527385, 95.0, 88.55, 0.538	86.49	11	N/A	N/A
SRR14842426_bin_58049	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum;s__	N/A	N/A	N/A	N/A	N/A	GCA_944385945.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum;s__Anaerofilum sp944385945	83.17	0.299	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	97.52	11	0.98822	N/A
SRR14842426_bin_61522	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella massiliensis	GCF_004345265.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella massiliensis	97.08	0.899	GCF_004345265.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella massiliensis	97.08	0.899	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002159185.1, s__Fournierella sp002159185, 95.0, 90.99, 0.765; GCF_002160145.1, s__Fournierella sp002160145, 95.0, 90.9, 0.748; GCF_002161595.1, s__Fournierella sp002161595, 95.0, 90.9, 0.739; GCA_949291395.1, s__Fournierella sp949291395, 95.0, 84.32, 0.289	89.61	11	N/A	N/A
SRR14842426_bin_62829	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp027692445	GCA_027692445.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp027692445	95.66	0.738	GCF_900447045.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum	95.2	0.748	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	taxonomic classification defined by topology and ANI	N/A	GCF_018372875.1, s__Clostridium sp018372875, 95.0, 94.62, 0.69	52.08	11	N/A	Genome has more than 16.7% of markers with multiple hits
SRR14842426_bin_82971	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp937890525	GCA_937890525.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp937890525	97.58	0.847	GCA_937890525.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp937890525	97.58	0.847	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019418025.1, s__Faecousia sp019418025, 95.0, 80.49, 0.159; GCA_020025595.1, s__Faecousia sp020025595, 95.0, 80.47, 0.159	96.23	11	N/A	N/A
SRR14842426_bin_96409	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	GCF_000765825.2	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	96.34	0.856	GCF_000765825.2	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	96.34	0.856	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000155475.1, s__Helicobacter_C cinaedi, 95.0, 95.05, 0.825; GCF_003670275.1, s__Helicobacter_C labetoulli, 95.0, 89.8, 0.662	78.61	11	N/A	N/A
SRR21169620_bin_10845	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_010669225.1, s__Megamonas funiformis, 95.0, 85.75, 0.35; GCA_900556715.1, s__Megamonas sp900556715, 95.0, 83.87, 0.275	94.08	11	0.97047	N/A
SRR21169620_bin_11397	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	95.52	0.821	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	95.52	0.821	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019416805.1, s__Fusobacterium_B sp019416805, 95.0, 94.61, 0.762; GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 87.55, 0.526; GCA_020024855.1, s__Fusobacterium_B sp020024855, 95.0, 85.3, 0.291; GCA_019416865.1, s__Fusobacterium_B sp019416865, 95.0, 84.35, 0.286; GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 84.18, 0.307; GCA_900545035.1, s__Fusobacterium_B sp900545035, 95.0, 83.18, 0.224	91.36	11	N/A	N/A
SRR21169620_bin_21693	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.39	0.866	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.39	0.866	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_902364775.1, s__Collinsella sp902364775, 95.0, 94.97, 0.802; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.06, 0.691; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.67, 0.559; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.64, 0.495; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 88.87, 0.478; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 87.37, 0.291; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 86.72, 0.216; GCF_020735465.1, s__Collinsella stercoris, 95.0, 86.15, 0.219; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 85.79, 0.229; GCA_030525945.1, s__Collinsella sp030525945, 95.0, 85.05, 0.173	79.6	11	N/A	N/A
SRR21169620_bin_43	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	GCF_000765825.2	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	96.24	0.879	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_000765825.2, s__Helicobacter_C magdeburgensis, 95.0, 96.24, 0.879; GCF_000155475.1, s__Helicobacter_C cinaedi, 95.0, 94.56, 0.861; GCF_003670275.1, s__Helicobacter_C labetoulli, 95.0, 90.12, 0.753	93.72	11	N/A	N/A
SRR21169621_bin_16815	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	96.11	0.717	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	96.11	0.717	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551665.1, s__Collinsella sp900551665, 95.0, 95.62, 0.746; GCF_902364775.1, s__Collinsella sp902364775, 95.0, 94.5, 0.708; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.56, 0.475; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.5, 0.352; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 89.38, 0.244; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 88.98, 0.438; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 87.73, 0.166	57.12	11	N/A	Genome has more than 15.8% of markers with multiple hits
SRR21169621_bin_22731	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	97.05	0.802	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	97.05	0.802	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029258315.1, s__Fusobacterium_B sp029258315, 95.0, 84.52, 0.383; GCF_000622245.1, s__Fusobacterium_B perfoetens, 95.0, 82.45, 0.242; GCF_012843705.1, s__Fusobacterium_B sp012843705, 95.0, 82.25, 0.239	91.26	11	N/A	N/A
SRR21169621_bin_39404	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Plesiomonas;s__Plesiomonas shigelloides	GCF_900087055.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Plesiomonas;s__Plesiomonas shigelloides	97.44	0.86	GCF_900087055.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Plesiomonas;s__Plesiomonas shigelloides	97.44	0.86	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Plesiomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.68	11	N/A	N/A
SRR21169622_bin_10655	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	97.15	0.81	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	97.15	0.81	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029258315.1, s__Fusobacterium_B sp029258315, 95.0, 84.97, 0.396; GCF_000622245.1, s__Fusobacterium_B perfoetens, 95.0, 81.86, 0.239; GCF_012843705.1, s__Fusobacterium_B sp012843705, 95.0, 81.68, 0.237	92.99	11	N/A	N/A
SRR21169622_bin_119	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B canis	GCF_008693005.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B canis	97.45	0.937	GCF_008693005.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B canis	97.45	0.937	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_017502485.1, s__Helicobacter_B sp017502485, 95.0, 89.49, 0.718; GCF_900451095.1, s__Helicobacter_B canis_B, 95.0, 87.69, 0.558; GCF_937906905.1, s__Helicobacter_B sp937906905, 95.0, 85.56, 0.208	90.86	11	N/A	N/A
SRR21169622_bin_6261	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125	GCF_023050945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125	97.54	0.922	GCF_023050945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125	97.54	0.922	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.02	11	N/A	N/A
SRR21169623_bin_15115	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020025515.1, s__Faecousia sp020025515, 95.0, 84.97, 0.401; GCA_029257335.1, s__Faecousia sp029257335, 95.0, 84.38, 0.394	94.84	11	0.99064	N/A
SRR21169623_bin_1939	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.26	11	0.98571	N/A
SRR21169623_bin_22996	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900547415	GCA_900547415.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900547415	98.7	0.9	GCA_900547415.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900547415	98.7	0.9	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900552855.1, s__Phascolarctobacterium_A sp900552855, 95.0, 85.15, 0.371	96.52	11	N/A	N/A
SRR21169623_bin_24077	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	95.89	0.679	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	95.89	0.679	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019416805.1, s__Fusobacterium_B sp019416805, 95.0, 94.84, 0.607; GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 88.96, 0.338; GCA_020024855.1, s__Fusobacterium_B sp020024855, 95.0, 87.64, 0.177; GCA_019416865.1, s__Fusobacterium_B sp019416865, 95.0, 87.51, 0.171; GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 87.13, 0.175	61.55	11	N/A	Genome has more than 15.8% of markers with multiple hits
SRR21169623_bin_2572	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp937890525	GCA_937890525.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp937890525	96.86	0.844	GCA_937890525.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp937890525	96.86	0.844	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019418025.1, s__Faecousia sp019418025, 95.0, 80.69, 0.155	96.43	11	N/A	N/A
SRR21169623_bin_2812	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	GCF_025145845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	98.88	0.804	GCF_025145845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	98.88	0.804	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900541585.1, s__Alistipes sp900541585, 95.0, 94.09, 0.707; GCF_020026455.1, s__Alistipes sp020026455, 95.0, 89.64, 0.614; GCF_018362775.1, s__Alistipes montrealensis, 95.0, 87.94, 0.568; GCA_023443765.1, s__Alistipes sp023443765, 95.0, 87.56, 0.525; GCA_949840605.1, s__Alistipes sp949840605, 95.0, 86.6, 0.374; GCF_900083545.1, s__Alistipes provencensis, 95.0, 86.34, 0.416; GCF_025145645.1, s__Alistipes senegalensis, 95.0, 86.26, 0.406; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 86.01, 0.374; GCF_900107675.1, s__Alistipes timonensis, 95.0, 85.93, 0.418; GCF_949296715.1, s__Alistipes sp949296715, 95.0, 82.79, 0.259; GCF_006542685.1, s__Alistipes dispar, 95.0, 82.32, 0.224; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 82.3, 0.215; GCA_019119845.1, s__Alistipes merdavium, 95.0, 82.01, 0.226; GCA_944320625.1, s__Alistipes sp944320625, 95.0, 82.0, 0.169; GCA_944321195.1, s__Alistipes sp944321195, 95.0, 81.96, 0.171; GCF_021204515.1, s__Alistipes sp021204515, 95.0, 81.93, 0.169; GCA_019115245.1, s__Alistipes cottocaccae, 95.0, 81.92, 0.191; GCA_019119615.1, s__Alistipes stercoravium, 95.0, 81.78, 0.179; GCA_947178025.1, s__Alistipes sp947178025, 95.0, 81.73, 0.165; GCA_019115075.1, s__Alistipes avistercoris, 95.0, 81.72, 0.176; GCA_019118605.1, s__Alistipes faecavium, 95.0, 81.68, 0.187; GCA_944321945.1, s__Alistipes sp944321945, 95.0, 81.56, 0.185; GCA_944321185.1, s__Alistipes sp944321185, 95.0, 81.53, 0.211; GCA_019115605.1, s__Alistipes faecigallinarum, 95.0, 81.45, 0.177; GCF_025145285.1, s__Alistipes onderdonkii, 95.0, 81.39, 0.19; GCA_019115745.1, s__Alistipes intestinigallinarum, 95.0, 81.38, 0.174; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 81.3, 0.207; GCF_902388705.1, s__Alistipes sp902388705, 95.0, 81.28, 0.168; GCA_938014215.1, s__Alistipes sp938014215, 95.0, 81.25, 0.157; GCA_944321965.1, s__Alistipes sp944321965, 95.0, 81.12, 0.162; GCA_019113885.1, s__Alistipes intestinipullorum, 95.0, 81.12, 0.161; GCA_902362705.1, s__Alistipes sp002358415, 95.0, 80.83, 0.168; GCA_947364365.1, s__Alistipes sp947364365, 95.0, 80.82, 0.16; GCF_900604385.1, s__Alistipes megaguti, 95.0, 80.82, 0.159; GCA_944321765.1, s__Alistipes sp944321765, 95.0, 80.78, 0.158; GCA_910576555.1, s__Alistipes sp910576555, 95.0, 80.39, 0.162; GCF_022782405.1, s__Alistipes sp022782405, 95.0, 80.01, 0.158	94.14	11	N/A	N/A
SRR21169624_bin_19620	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	95.32	0.721	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	95.32	0.721	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019416805.1, s__Fusobacterium_B sp019416805, 95.0, 93.94, 0.664; GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 87.61, 0.41; GCA_019416865.1, s__Fusobacterium_B sp019416865, 95.0, 86.44, 0.231; GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 85.79, 0.227; GCA_900545035.1, s__Fusobacterium_B sp900545035, 95.0, 85.49, 0.175; GCA_020024855.1, s__Fusobacterium_B sp020024855, 95.0, 85.3, 0.237	61.71	11	N/A	N/A
SRR21169624_bin_19650	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp900765975	GCA_905196345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp900765975	97.59	0.764	GCA_905196345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp900765975	97.59	0.764	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_905203555.1, s__Schaedlerella sp905203555, 95.0, 90.33, 0.594	93.31	11	N/A	N/A
SRR21169625_bin_52154	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp905197685	GCA_905197685.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp905197685	99.81	0.95	GCA_905197685.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp905197685	99.81	0.95	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.75	11	N/A	N/A
